,review,rating,bus_id,avg_rating,bus_add,bus_city,lat,lon
110,Was able to find a place in Easter to buy a cake for the family. Never fails!,5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
111,"This place is amazing! It's always clean, nice, and neat. They offer delicious options for desserts and grab-and-go meals. I love that they have a simple yet fulfilling menu. The atmosphere is super chill and totally worth it. My family and …",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
112,"You have to try this place.  Try everything! If I lived close by, I would go every day.  Everything I have tasted here it simply delicious.  Try the beef Empanadas. They are not fried.  Their cheesecakes are ... i am salivating just thinking of them.  Dang, I wish I could go there now.",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
113,"Beautiful bakery. Very healthy meals plus delicious, not too sweet pastries and cakes. Their Dr's Orders drink is so good and vibrant. It's delicious.  Everything tastes good in this bakery. I highly recommend them.",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
114,"Love This place! They make fresh pastries, made to order breakfast and all at a price you can’t beat. I impress my friends by taking them here for breakfast, open from 7am - 5 pm, 7 days a week, you literally can’t beat this place. It is …",4,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
115,"Amazing place! Open on Sundays until 6pm. Attention on point and fair prices.
As an Argentinian I can really stand for this Bakery. The flavors are on point and the patisserie is just like bites of heaven. Lol. …",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
116,Best cake in New Jersey! Dulce de leche exceeds my expectation! Everything was good! …,5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
117,"The best Argentinian bakery I’ve ever tried. The pastries were fresh and delicious. The place is very cool and plenty of space. Kid friendly. Besides, the staff is very kind and helpful. I highly recommend this place. Please, bring this store to Westchester or at least, closer to.",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
118,"Great bakery! Terrific pastries, cakes, cookies... Legendary empanadas!!! Pepperoni is my favorite, but they're all really good. They're like mini-empanadas, and priced accordingly. Clean, well lit, and friendly.",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
119,I have been to the other locations and love them so wanted to see what this one was about. When I arrived I parked nearby on the street. I walked in and it was very clean and big. I was a little bummed because I didn't see certain drinks …,4,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
120,"Dulce De Leche Bakery on W Palisades in Englewood, NJ is undoubtedly one of my all-time favorite coffee/bakeries to frequent. The service is consistently speedy, and the staff members are always polite and attentive. The pastries and cakes …",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
121,"This place is really good! They have an insane variety of pastries, quiches, sandwiches and more. They also have fresh juices and and other drinks. Everything is very cheap and delicious. …",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
122,"This place doesn't feel real with these prices in 2024, they feel like pre-pandemic/pre-artifical inflation prices. That's the first good thing about this place. The next best thing is EVERYTHING else, including the staff. All that we ordered was absolutely delicious, even their basic drip coffee was an A+. Will 1000% be back.",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
123,"Interior is open and airy, prices are very friendly ($2.50 for a 12oz Americano), the dulce de leches chantilly cake wasn't too sweet but moist and good. The coffee was mediocre - neither good nor bad - and I wish they had labels for their cake display. Overall decent experience and would recommend checking it out.",4,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
124,"Seriously, go here for breakfast. The food is great and the vibe is amazing. I love the egg and cheese sandwiches on the croissant rolls, I could eat it everyday. And I did, for like three straight months. …",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
125,"I have the Harvest Tartine:
Delicious 😋🤤
Sweet potatoes, goat cheese, spinach, egg, onion …",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
126,The chocolate cake was perfectly baked with enough covering and icing. Visited for the second time and highly recommended place. …,5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
127,"The younger, fat balding guy is so rude and nasty to black people. I was standing in line when he told some of the others ""not to open their mouth"" in Spanish, thinking I wouldn't understand. When I asked him what his issue was, he couldn't …",1,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
128,"Definitely loved it here. The quality of coffee and food are awesome, service is great. Gracias Ariana",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
129,"Loving this new place! Great addition to Englewood and I think the prices are very reasonable. They did a great job renovating the space, it looks beautiful. Many different items to choose from and the staff has all been so friendly and …",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
130,"Love this place! I go weekly for their juice. Their food is also amazing. Their little desserts and cakes are my fav, so cute.",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
131,"Beautiful, clean, and spacious. Absolutely love their coconut mousse cake: it's yellow cake with dulce de leche mousse, and coconut mousse...its Heavenly! Do yourself, your family, your bestie a favor and go!!!",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
132,"The regular empanadas is ok. It's palisades ave so you can get better ones a short walking distance BUT the pepperoni empanadas is amazing and worth it alone. Atmosphere is cool, the pastries is good and the staff is pleasant. Remember get the pepperoni empanadas tho. All of them.",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
133,Sorry not sorry with limited pics. The dessert is too good to wait on pics. Great atmosphere and incredible food. The choices are plenty and the staff very polite.,5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
134,"Very very good Argentinian bakery/cafe with seating.  Englewood is a new location for this West New York, NJ institution.  Very clean, very good.  Prices are extremely reasonable!!",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
135,"Reasonable prices, great cakes and other baked goods- reminds me of Porto’s from SoCal! Loved the coconut mousse cake, dulce de leche filled donut. Liked the harvest tartine.",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
136,Had a fruit tart and chocolate cake.  Really enjoyed this at my hotel after dinner.  Would recommend having coffee and cake in the store.,5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
137,Blonde hair in Cobb salad another blonde hair in turkey avocado sandwich. Both found at the end smh. This is extremely gross. Just ew. Never ordering again.,1,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
138,"We ordered empanadas, sandwiches and dulce de lecha cake for my husband's birthday. The food was delicious! Will be back!",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
139,If you are looking for a great piece of cake or a nice place to sit and have a good coffee Dulce de Leche is your option. I truly recommend the tres leche and the chocolate dulce de leche. Amazing!!!,5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
140,As authentic Argentinian bakery as you can get in NYC. Very good pastries and empanadas. Great service and impeccable location.,5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
141,"They have good system, so even if they have long lines you don't have to wait too long. Foods are nice and clean, i recommend all Croissants!",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
142,"Had to downgrade my 5 star experience.  I come here always but this time the ham, cheese, egg sandwich didn't have enough egg and on top of that had egg shells!",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
143,Nice bakery. The pastries were amazing. Carrot cake. Dulce de leche cake. Chocolate croissants. Cannolis. Went there two days in a row when I visited last. Friendly service. Couldn't ask for much more.,5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
144,"Their pastries and cakes is really good but the service is so bad, too lazy to come with you while you pick sandwiches and pastries, I got to go back and forth to place orders, for the price of cake it should include service knife and candle on it, I got to comeback and ask for candle which I got to pay extra $2.12 cents.",3,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
145,"Love this place!
Great atmosphere, the pastries are always fresh and amazing, the empanadas are also great. And of course…. Awesome coffee!",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
146,"I love this bakery, but of course it is much more!

Not only are the bakery products to die for, but the breakfast/luncheon/dinner …",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
147,Recently found this place and came back a few times to try everything. Some tips. …,5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
148,"This place is hands down the best. Wow! From the attention to the taste- worth every cent. Ordered this beautiful cake, empanadas, donuts and a coffee and everything was the type of stuff that should be in Michelin star restaurants. God bless your business.",5,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
149,My first bad experience I tried to order a cake with them and it was not enough time to order a cake ( I went with 3 weeks but not they wanted more time . Then the second time I went with more than 4 weeks for my event and when I got to the …,1,Dulce de Leche Bakery,4.7,55 W Palisade Ave, Englewood,40.8955358,-73.9798118
150,We are traveling through and stopped for dinner. The food was good and was served fast and hot. Our waitress was Elizabeth and she did an excellent job coming back several times to make sure we had everything we needed.I had a Swiss and onion burger and my wife had a salad. The diner was very clean . We have stopped at many diners and this one was very nice.. I would return again when coming through.,4,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
151,"Had never been here before, but went with my wife's family.  The food was amazing!  The service was great! The pork roll with egg sandwich had a LOT of protein. The brioche bun was light and delicious. I got the spinich as a side, which was …",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
152,"These breakfast tacos were amazing, i really hope they stay on the menu for the rest of the summer at least! My bf loved his italian sandwich too!",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
153,I was so excited when I saw the cabbage. It’s my fav part probably because I love mustard. I left a note asking for extra cabbage & saw that! Also amazing customer service. My order was online so I was eager to see what kind of paddy’s day …,5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
154,Overall a very pleasant experience. The restaurant is clean and spotless. The restrooms are spacious and clean as well. …,5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
155,Food was fast. Service was adequate. The bacon egg and cheese bagel was delicious would thought I made it at home. The hash browns where a cakes and disgusting on my plate. Look different on my coworkers. They enjoyed their food as well. Return visit wi happen just not rushing back,4,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
156,"2024-05-31 Another great breakfast at 3pm. Wife is a Belgium waffle expert, they have the best. 2022-07-11 First time here because we were in the area. Olga's has always been a famous diner. Food was exceptional! Went there for breakfast …",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
157,"Cream of turkey soup was delicious for starter. Lots of turkey and not too salty. But tuna melt had a weird sour, flavor, so sent back. My salad with shrimp was OK. Too much onion and one piece of cucumber.  Shrimp were pretty salty. …",3,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
158,"I visited this restaurant a couple hours ago and had a very positive experience for the first time:
-The food was really good …",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
159,"For dinner we ended up having a slam dunk dinner at Olga's Diner wow wee was the soup, Philly cheese steak egg rolls, gyro, garlic mashed potatoes and the Monte Cristo meal out of this world. Flavor upon flavor. Everything cooked just …",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
160,"On Mother’s Day we got an omlette, French toast and avocado toast. My husband got there on time for a takeout order that I paid online. The lady at the register said they don’t do that and asked for payment. She convinced him that I could …",2,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
161,"Edit after reading Olga's response:  Well there, you proved that the problems originate at the top. Note that I said I've had many visits, and the service has gotten worse. Neither did you accept responsibility, or indicate that you would …",1,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
162,"It's a basic south jersey diner where most things are just ok and prices are too high. Standard menu, ok service, looks like every other diner. What's not ok is the upcharge on takeout they call a ""packaging fee."" I was shocked to see $2 …",2,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
163,I've had the vegan seitan before and it was delicious. The baby corn was my favorite honestly and so I got it this time as well and it had 1 baby corn in it. I was pretty disappointed but it was still absolutely delicious! I love how many …,4,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
164,We visited here after watching a street hockey game. The waitress was very attentive and friendly. Our food came out and was really good. Only complaint was on my wife's sandwich. The bread wasn't fresh. Everything else was fine and we enjoyed our visit.,5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
165,"Update to my previous review:
I still enjoy dining at this restaurant. The food is amazing, the service is excellent, and the place is always clean. What sets a good restaurant apart from a …",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
166,"Love this classic dinner and its wonderful servers and kitchen crew. The renovated decor is very modern but lacks warmth. Still, the food is the highlight here and its why we keep coming back. This time I chose something completely out of …",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
167,Ordered their perogies special. It's literally Mrs. T frozen perogies dressed up. Wonder what else is frozen and store bought. …,1,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
168,"Food is subpar however it is a diner so I wasn't expecting an extraordinary meal. However, the service is what really made this place terrible. I give it two stars because the place is very clean and lovely. Liked the decor. We went for …",2,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
169,"Let me say I'm not a fan of diner's usually. Olga's is a whole different stratosphere. I've eaten here four times and each time, the food is fantastic. The French fries are delicious and every sandwich I've tried is better than the last …",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
170,"The food was Delicious, the atmosphere was the absolute best I’ve felt in a restaurant in forever and the service Well they were absolutely fantastic… Best time I’ve had eating out in the last 20 yrs. …",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
171,"We went to this place for the first time ! Since we don’t eat Ham, pork, bacon our options were limited . We ordered a veggie omelette and it came with a side of hash browns and bread . It was good . Ordered a pancake too . Food was ok . No …",4,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
172,I bring my clients here almost every Friday for breakfast and it’s always been perfect. We have a steady waitress Carolyn who is the absolute best. She goes above and beyond to make sure we are all happy and get our food very fast. Food quality is top notch.,5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
173,From the minute we walked in the atmosphere and staff was amazing ..... we got seated and we had Ryan as our server im a single mama and I was put w both my girls 5 and 1 .... so I always have my hands full Ryan made sure we had everything …,5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
174,"Olga's diner is such a great place. I love the atmosphere, service, and the food. The first plate in the pictures is meatloaf. I love it, and the rest did not disappoint …",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
175,"Strawberries weren't quite in season but I can't fault them for that.

bakery on point. Great apple cake …",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
176,"Good morning Google Family. I have never visited this diner before but they left a bad taste in my mouth. I called before I went to find out if they had broiled tilapia. The lady that answered the phone, said something, I couldn't …",2,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
177,"Cute place with friendly staff and were served quickly. Underdressed salad with unseasoned avocado toast, certainly not worth $16. Pancakes were good though, a lot of vanilla or something to the batter because they taste like birthday cake.",4,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
178,"The food looked amazing, and smelled just as amazing however the potato's tasted like Clorox cleaner and old pasta water. The chicken caprese had amazing texture however it had zero flavor. Even just a pinch of salt would have done that …",2,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
179,Amazing place. Delicious food and great prices. And the service was unbelievably wonderful. Good memories. Next time we visit Philly we will come back for sure.,5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
180,"Olga's Diner has been consistently good over the past couple of years of eating there, which is at least a couple of times a month. The all day breakfast is always delicious. Everything we've tried has been good, but we especially enjoy the …",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
181,"It was a clean and friendly diner. However, it was pricey compared to other diners. The waiter mistakenly assumed my order due to the exact two words on the menu and brought an omelet instead of a hamburger. I was not happy but ate it …",3,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
182,"Classic New Jersey diner. I was in a healthier mood when I came and got the cobb salad. While slightly more expensive than typical diners, my meal was fantastic. It was enough for dinner and then lunch the next day. Ingredients were fresh. …",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
183,"We've been to Olga's several times in the past two years. We often go after lunch rush and before dinner, around 3pm. Usually, it is extremely pleasant. Not yesterday.  No one was in the back room, and we asked to be seated towards the …",3,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
184,"We came in here for brunch after church service on Sunday. Wait was not long to get a table, service and food were good and timely. I came here specifically for their blueberry muffins. The manager on duty introduced me to their Jewish …",4,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
185,"Stopped in for a quick breakfast and got a seat right away.  It is very stylish inside and the staff was nice.  My partner and I got the pancakes, which were a bit dry and disappointing.   I also got a side of extra crispy corned beef hash …",3,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
186,This diner is close to perfection if not perfect. The parking lot is large. The food is delicious. Great menu. Wonderful people. They brought out the food quickly. The place is always clean. They have merchandise. I highly recommend this diner!,5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
187,"We were leaving Virtua Hosp and wanted to stop for breakfast. We stopped at another diner in the area. It was so cold in there & our table was dirty. We decided to leave & we went to Olga's. SUCH A GREAT DECISION! It was clean & comfortable. Our waitress was sweet and attentive, and the food was great!",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
188,"We stopped in on an early Sunday afternoon and it was bustling but not too busy. We waited less than 5 minutes for a table for two. The place itself is modern, vibrant, clean. The menu had a wide variety of items to choose from depending on …",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
189,"We have been there twice already and plan on going back again and again..great food with awesome prices. Waitress Caroline is so personable, and the food came so fast. Great diner..",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
190,"As Snowbirds driving back from Florida we are always ready for a Jersey Diner fix. So glad we found Olga's Diner last night. Great food, great prices, great service! Thank you all we will be back! Highly recommend!!!!",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
191,This place is dynamite! The food is fabulous and the service is superb. We can't recommend it highly enough. We had the privilege of meeting the owners today and they couldn't have been more cordial and nice to us. Anybody that complains …,5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
192,Service was friendly and attentive. The food was just o.k. We had the cheese steak and the pastrami and corn beef club. The cheese steak was good but the club was dry. We asked for more thousand island dressing. The matzoh ball soup was …,3,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
193,"Excellent dinner at Olga’s last night. Our server, Sable, was a sweetheart and very attentive to our needs. The food was incredibly delicious and the homemade Thousand Island dressing to go with my open-faced Reuben was out of this world. …",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
194,Been waiting for Olga's to open for a while and the food was very tasty especially the parmesan crusted chicken and the crab cakes. The wait to be seated was over 30 minutes and the wait to get our food was 45 minutes. That's 45 minutes …,4,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
195,"This is my new diner! With several diners in my area closing down recently, we gave Olga’s a try. It’s a beautiful, clean diner with great food and friendly service. After several visits, the food and service has been consistently great.",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
196,"Food good as usual, service great.  One issue was we were meeting friends who arrived first and told host they were meeting friends but they were then seated in an absolutely invisible spot.",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
197,"The first most important thing is food which is low to average quality, no flavor at all. Initially I ordered panini which is actually hard dry bread sandwich, then our host Maya replaced immediately with 🍔. …",1,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
198,The food is amazing!  The portions  are huge!  And the staff is very friendly and attentive!!  I've eaten there 3x already and will definitely go back for more!!,5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
199,"Beautiful, clean, friendly environment. Food was delicious and served quickly. Great service and large serving sizes. Will definitely dine here again.",5,Olga's Diner,4.3,200 NJ-73, Marlton,39.8985545,-74.9335449
200,"I love coming to Houlihan’s and their birthday coupons are and have been the best for years.
We went last night for dinner because I love their prime rib and I always get it the same.
Our server, Marissa , was exceptional and great with us. Even though she was busy and the only one working our section, she was very attentive and we didn’t have to wait long. Give that woman a raise!!!  She was so good we tipped her 25% because she deserved it. We never felt rush or forgotten. Thank you Marissa!!!
Everything food wise was excellent. You must try their crab and shrimp dip; it was sooooooo good. My girlfriend asked why don’t we go there more often? After last night we definitely will.",4,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
201,I had the Crab Melt which is a new menu addition. I love seafood and I thought I would try something different. This was delicious. The lump crab meat was flavorful and tasty and I was pleasantly satisfied that you can taste the good …,5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
202,This place has quality appetizers and meals. Go to appetizer would be the shrimp wrapped with bacon. They also have great happy hour specials on drinks and eats.,5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
203,The bacon wrapped shrimp was AMAZING 10/10. We had to order it twice! Soooo Good 😊  The manager and bartender were very hospitable. …,4,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
204,"Just finished buying cat food from petsmart and I was hungry 😋. I've never been in Houlihan's ( today is the day ).
Ice place, I've heard good things about this place. I ordered  the stuffed …",5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
205,"I’ve been coming to this Houlihan’s for 18 years and the food and service are always consistent and great. Our sever Jarred was awesome and who doesn’t love being greeted by the smile of that handsome, Alfredo? He always make sure to say hi …",5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
206,"First time dining, visiting from NC. We made a reservation and were seated within minutes. Not very busy so service was fast and friendly. Food was absolutely delicious Prime rib cooked med was perfect!! Chicken parm was a bountiful …",5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
207,Very nice place. Great food. Friendly staff. We will come back for sure.,5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
208,"Very pleased with every aspect of this Restaurant. Our server, Coleen was exceptional. We watched the floor manager named Al check on every table some customers know him by name. I had a question about my dietary restrictions and menu …",5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
209,Very nice establishment.  Food was delicious especially the bacon wrapped shrimp! OMG.  Manager Alfredo and bartender Marissa are awesome! 👍🏾👍🏾 …,5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
210,"They’re so kind and pleasant here. Sabrina was our server and seriously wow. We have never had a more attentive, thoughtful, sweet server in our entire existence. She’s a gem and made the dining experience amazing. The food is delicious. I …",5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
211,"I recently ordered takeout from Houlihan's and had a fantastic experience. They made sure to include everything I requested, including extra sauce for my South West Chicken Wrap. The packaging was secure and well-organized, ensuring nothing …",5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
212,Had not eaten at this Houlihan's for a very long time. I ordered a cheeseburger with a side of mac & cheese. Everything was delicious. My dining companion ordered the chicken pot pie and that was also delicious. The staff was very friendly and very courteous. Will bring this restaurant back into my repertoire.,5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
213,Been coming to this restaurant for many years. The bar area has become too dirty for me to come back. Flies everywhere behind the bar and on the bar itself. Smells pretty bad in the bar area. Always a problem with the draft beer system. Had …,1,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
214,"Matt, our server was excellent.  He was friendly and knew the menu and offered a few suggestions that we appreciated. Gave us time to enjoy a drink while we were deciding what to order.  Definitely would ask for him on our next visit.",5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
215,"Being a chain restaurant speed of service was excellent 👌 waiter Brendan was polite and friendly. Atmosphere was fine, place was clean. The food although served promptly was not the best. The world famous shrooms and Thai Chile wings were …",1,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
216,"After a busy day of shopping with my teenager we dropped in for lunch. The soup and salad combo for lunch was great. I absolutely loved their potato soup the bacon and scallions added to the soups flavor. My tough to please teen said the macaroni and cheese was ""busssin"" .",4,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
217,"Love coming here everytime, hostess is always so welcoming and has a beautiful smile on every time we come in for our favorite gooey cake. Service is always great and fast, love that the music isn’t too loud or bad to listen to while talking with my wife enjoying our favorite gooey cake.",5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
218,"Nice place in Hazlet, there was no line even though it was fairly busy.  The food was the draw here excellent overall full of flavors and very tasty.  The Prime Rib was an excellent cut cooked to perfection.  The Salmon was served with delicious roasted garlic and tasty mashed potatoes.",4,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
219,We were a party of 4 . Booth was large and comfortable  with padded seating . I like the high back booths. They are great for a bit of privacy and separation from other customers. …,4,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
220,"First time visiting from Atlanta! Our waitress, Brittany was phenomenal from start to finish! She gave awesome and honest menu suggestions, food came out quickly and warm! Best hospitality I’ve experienced in a while with dining in. …",5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
221,Have been a Houlihan's Holmdel customer for 15+ years and it is our go to local restaurant.  Most important besides the food is the service at this location specifically a long term server named Coleen D.  She is a consummate professional …,5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
222,The Holmdel Houlihan’s is awesome. Colleen and Al are always happy to see us and they take such good care of us.  They always put my granddaughters grilled cheese in the shape of a heart.   The kids love it here.,5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
223,I clearly ask for Two honey mustards and they only give one . Like how hard is it to include two sauces . Are you that cheap houhlihans  owner ? I’m already paying nearly 20 bucks for a chicken sandwich and I can go to chick fil a for like …,2,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
224,Went in for a quick bite and wass struggling to decide my waitress Shamiyah suggested the prefix. A 3 course meal with a set price that included dessert! The meatloaf was amazing and the vanilla cheesecake was just the sweet spot to make me feel like home.,5,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
225,"Went there last night for my son's 19th birthday.  We were a party of 10. We had a small Wait for the table which was fine. But then we sat in there for almost 3 hours. Waiting for drinks, food, everything. The server just seem like he …",1,Houlihan's,4.2,2136 NJ-35, Holmdel,40.412303,-74.1508439
